pid,gt_class_pct,gt_days_above10,gt_last30_ratio,gt_peak_ratio,gt_ratio,gt_topic,gt_trend,gt_zero_share,misc_birth_month,misc_birth_q,misc_born_usa,misc_prep,prog_prev_hit_rate,prog_prev_mean_war5,prog_prev_n,rsci_avg,rsci_best,rsci_chg,rsci_dev,rsci_frac_ranked,rsci_hs_height_in,rsci_hs_pos,rsci_hs_to_pro,rsci_n_ranked,rsci_n_services,rsci_prep_5th,rsci_range,rsci_rank,rsci_std,rsci_top100,rsci_total_norm,rsci_worst,rsci_years_to_draft,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span,ts_coach_prev_hit_rate,ts_coach_prev_mean_war5,ts_coach_prev_n,ts_conf_champ,ts_in_ncaa,ts_ncaa_round,ts_win_pct,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_conf_tier,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state_code,tv_ht_growth,tv_jersey,tv_mates_best_bpm,tv_mates_bpm_sum,tv_mates_drafted,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_star_mate_minshare,tv_stops,tv_team_adjde,tv_team_adjoe,tv_team_barthag,tv_team_losses,tv_team_ncsos,tv_team_rank,tv_team_sos,tv_team_wins,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr,txt_athlete,txt_athlete_per1k,txt_breakout,txt_breakout_per1k,txt_character,txt_character_per1k,txt_defender,txt_defender_per1k,txt_exists,txt_hype,txt_hype_per1k,txt_injury,txt_injury_per1k,txt_left,txt_left_per1k,txt_national,txt_national_per1k,txt_nba_family,txt_nba_family_per1k,txt_negative,txt_negative_per1k,txt_playmaker,txt_playmaker_per1k,txt_positive,txt_positive_per1k,txt_prep,txt_prep_per1k,txt_pro_family,txt_pro_family_per1k,txt_projected_pick,txt_refs,txt_sections,txt_shooter,txt_shooter_per1k,txt_size,txt_size_bytes,txt_size_per1k,txt_tone,txt_transfer,txt_transfer_per1k,txt_words,wp_created_days_before,wp_editors_90d,wp_editors_pre,wp_exists,wp_revs_365d,wp_revs_90d,wp_revs_pre,wp_size_pre
Pbb988d44ca,,,,,,,,,2,1,1,0,0.0,0.385,1,,,,,,,,,,,,,,,,,,,-0.062,0.451,-0.056,0.077,0.072,-0.6,0.319,-2.032,0.222,33.0,0,33.9,12.319,4.7,4,1,1.73,0.646,3,,,0,0,1,2,0.765,110.154,89.6184,22.38,13.6,1.38884142,2,5.82565,0,2,-7.068,6.768,-1.3,-4.076,-5.6,3.2,-4.0,-7.1,-3.81,0.4,4.56952,2.78224,4.49987,20.2,92.0014,0.131,0.455,48.8,4.90623,30.8,0,4.9695,33.0,0,38,0,24.0,6.44,23.38,0,0.3077,0.567,81.5,33.9394,1.25613,2.18726,9.3,107.7,2.7,2.78221,11.5758,78.8,0.7623,0.38,7,4,0.38,0.837,227.605,94.56075742285884,110.21626139885855,0.8534376654357463,8,0.6271377655762379,38.0,0.6015891331212798,26,0.053,14.7,51.9,20.1,4,1,0.493,0,0.0,0,0.0,10,4.929,1,5,2.464,2,0.986,0,0.0,1,0.493,0,0.0,2,0.986,2,0.986,16,7.886,0,0.0,1,0.493,,69,11,1,0.493,0,29671,0.0,0.667,0,0.0,2029,180,3,8,1,94,54,94,29671
P4f47ca7b5d,,,,,,,,,3,1,1,0,0.0,0.272,1,20.0,12.0,-6.0,9.4,0.857,81,4,0,6,7,0,25.0,16,8.62,1,0.81,37.0,5,0.037,-0.252,-0.014,0.0,-0.137,-0.8,1.962,0.109,-0.266,37.0,1,24.5,17.045,14.7,4,1,5.66,2.47,4,,,0,1,1,4,0.784,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.0,8.54,35.83,2,,,,,,,,,,,,,,,,,,0.811,,95.39572306934609,116.42132060475461,0.9080948947242671,8,0.5501435219184226,17.0,0.6843970536306739,29,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1,3,11.236,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.236,0,0.0,0,0.0,,0,3,0,0.0,0,2654,0.0,0.5,0,0.0,267,1934,2,27,1,12,4,44,2654
P7f14bdd3aa,,,,,,,,,3,1,1,0,0.429,9.224,7,35.0,25.0,-10.0,10.1,0.875,78,,0,7,8,0,32.0,34,10.99,1,0.6341,57.0,3,0.966,0.092,0.005,0.073,0.058,16.3,0.856,-0.855,-0.28,38.0,1,31.6,9.797,16.3,2,1,16.3,0.856,1,,,0,1,1,5,0.763,105.39,90.5957,23.23,14.2,1.74540555,3,6.15352,1,3,2.86,2.251,5.4,0.349,-0.8,-5.5,49.8,-3.0,0.11,3.2,3.29108,3.83877,4.11729,11.8,95.8686,0.11,0.158,49.2,-1.24186,39.8,0,4.84551,38.0,0,28,0,34.0,10.32,34.27,5,0.3434,0.375,78.8,31.6053,2.86244,1.00674,2.2,106.5,3.1,2.09098,8.6316,93.4,0.5753,0.277,4,3,3.698,0.894,220.706,93.3651610635984,119.307927716382,0.9437300426137277,9,0.6056562406824911,5.0,0.7120218129449819,29,0.348,17.3,52.25,15.9,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P3ce7981258,,,,,,,,,2,1,1,0,0.5,8.398,2,,,,,,,,,,,,,,,,,,,3.18,-0.003,0.03,0.022,-0.013,0.8,-0.603,-0.565,0.194,35.0,0,31.9,18.959,3.5,3,1,1.75,-0.344,2,,,0,1,1,2,0.686,130.417,95.0976,22.37,32.7,2.0480918,2,6.34615,1,3,8.895,2.138,13.2,1.065,2.9,2.3,3.7,5.6,2.26,1.2,0.153558,1.29201,3.64009,9.5,99.5797,0.024,0.029,51.7,3.69057,49.8,0,7.11761,35.0,0,7,1,2.0,8.1,42.43,1,0.3468,0.294,79.1,31.8571,6.19259,5.8256,2.5,114.3,2.7,4.84646,16.7714,57.6,0.6746,0.299,2,3,1.328,0.701,197.365,97.14517684462882,118.37014365413782,0.9065750155447541,11,0.5810674293868053,18.0,0.7002527504053188,24,0.408,19.0,56.25,27.2,3,0,0.0,0,0.0,1,1.901,1,1.901,1,2,3.802,0,0.0,0,0.0,0,0.0,1,1.901,0,0.0,6,11.407,4,7.605,0,0.0,1,1.901,,13,6,0,0.0,0,5832,0.0,0.571,1,1.901,526,869,5,77,1,49,6,104,5832
P109788f4ba,,,,,,,,,10,4,1,0,,,0,,,,,,,,,,,,,,,,,,,0.306,-0.842,-0.021,0.088,0.023,-2.6,1.706,-0.955,-0.33,30.0,0,30.9,17.825,2.7,4,1,0.84,0.597,3,,,0,1,1,1,0.794,112.298,97.4534,23.69,15.2,1.15517506,10,2.57657,0,2,4.319,0.191,3.2,-0.738,-0.9,-12.6,-15.4,3.3,-1.32,1.4,0.389599,1.12499,3.21529,9.6,96.6396,0.075,0.233,50.9,3.57151,20.6,1,4.07456,30.0,0,32,-1,23.0,7.5,19.86,0,0.4353,0.583,67.6,30.8667,2.18697,2.94957,3.7,105.3,1.6,2.82284,15.3,60.0,0.6237,0.234,4,3,-0.497,0.894,158.167,96.58424953627713,108.7293694150452,0.7961059942906682,7,0.5724378767883119,66.0,0.5130048702324298,27,0.183,14.7,52.52,24.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P8ec07e793f,0.0,0,0.0,0.0,0.0,0,1.0,1.0,8,3,1,0,0.0,-0.145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P762dcd7f87,,,,,,,,,6,2,1,0,0.0,-1.427,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.632,120.679,104.325,22.02,14.4,1.16880496,6,1.60903,0,3,-7.579,3.72,-1.7,-3.93,-6.9,-7.9,-3.6,-1.5,-5.97,-2.1,-1.32423,-0.589476,2.66687,8.6,107.918,0.106,0.351,47.2,1.50932,43.9,0,2.70181,37.0,0,,0,11.0,8.36,24.19,2,0.3857,0.497,80.3,32.4324,2.93327,3.29129,2.9,110.8,2.6,3.83444,16.0811,50.4,0.5854,0.274,4,4,0.102,0.782,190.074,104.34411539362333,117.54922372003435,0.7974405269449726,14,0.412772341894663,62.0,0.6324675233168738,23,0.229,15.1,54.83,24.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P9ee45f9ea5,,,,,,,,,11,4,1,0,0.0,-0.492,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.636,114.656,89.1168,21.63,14.3,1.18175471,11,8.37066,0,3,-8.727,-2.272,-7.2,-0.48,-2.3,10.2,-7.9,-1.2,-0.43,-5.8,4.56994,3.8257,3.88576,18.4,95.5153,0.116,0.312,50.0,4.78364,59.2,0,7.55088,32.0,0,38,0,1.0,6.11,25.86,0,0.2857,0.373,69.4,28.7188,3.80072,3.72518,5.8,109.9,3.0,2.81857,10.4062,73.4,0.686,0.382,4,4,1.377,0.852,201.863,94.9456954637945,112.19466325752552,0.8721048364453803,12,0.5732339994186467,29.0,0.7332004493900349,21,0.244,18.0,57.0,19.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pa5d1a1783b,,,,,,,,,6,2,1,0,0.0,-0.746,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,107.543,106.092,23.06,13.1,1.0,6,0.879267,0,2,8.226,-1.428,-1.8,1.189,0.9,1.3,2.9,1.8,1.37,4.5,-0.564295,-1.17429,2.46174,15.8,107.437,0.057,0.125,42.2,1.11327,26.2,0,1.3772,32.0,0,,0,15.0,1.56,-14.17,0,0.3231,0.43,80.0,32.25,1.44356,2.55149,5.7,99.4,2.5,2.36304,14.875,,0.5632,0.192,6,4,0.21,0.68,190.493,109.9529368007531,103.53343723616474,0.33362950238028144,21,0.5202174259444758,237.0,0.5477367474512098,11,0.379,12.8,46.62,26.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pf7cebccf2c,,,,,,,,,10,4,1,0,0.0,-1.258,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0.556,118.796,93.0806,23.69,11.2,0.8772185,10,6.57914,1,3,0.055,-8.532,-0.9,2.161,-1.5,3.3,22.9,-12.1,-1.59,5.9,3.0209,2.57316,3.34421,12.9,96.7421,0.045,0.139,52.4,-0.522323,39.0,1,6.71773,36.0,0,30,0,31.0,4.86,13.12,0,0.4375,0.352,69.6,27.9167,3.55824,4.14457,7.2,110.9,3.4,3.19274,11.9444,83.2,0.6339,0.352,5,3,3.551,0.776,186.094,95.0523800248325,105.83370215264864,0.7747920410098856,16,0.44660355730744555,75.0,0.6803989844192948,20,0.296,15.8,57.04,21.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P0736b54145,,,,,,,,,11,4,1,0,0.0,0.272,1,37.0,17.0,-17.0,16.5,0.875,73,1,0,7,8,0,36.0,31,12.08,1,0.6879,53.0,4,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,118.188,97.1551,21.63,32.1,1.82141127,11,3.23968,0,3,-5.335,1.774,9.6,-1.16,-4.0,3.7,-14.0,-6.7,-2.86,2.1,-0.0476413,0.547059,3.52078,9.0,103.62,0.0,0.0,48.6,3.45959,39.4,0,3.45862,29.0,0,51,0,4.0,6.19,25.44,0,0.2157,0.175,73.9,32.7586,3.28732,2.91156,1.3,106.2,2.4,3.61358,12.8966,91.4,0.5913,0.394,1,4,0.062,0.841,150.789,97.03477147248631,113.22849576174559,0.8550650496896087,11,0.6314513233764849,37.0,0.7550387231413309,21,0.432,21.9,53.95,24.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503,1,44,1,17,1,69,5838
P4e1bce542d,,,,,,,,,10,4,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,0.853,116.519,94.9804,24.69,16.9,0.96247997,10,6.89008,1,2,4.688,-2.231,1.5,3.454,7.8,5.0,-1.4,2.4,5.15,0.2,4.4336,2.36907,3.22353,25.0,93.9009,0.248,1.031,60.9,2.47499,59.7,1,5.65936,32.0,0,,0,1.0,6.27,29.48,0,0.5556,0.352,70.9,28.5938,2.45648,3.2903,10.5,110.2,3.5,3.03188,11.9062,,0.651,0.648,8,3,2.208,0.849,195.296,101.90044160365896,118.03661388741813,0.8442877711142525,5,0.5657078922045087,49.0,0.4873346137733809,27,0.0,22.3,61.08,24.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,3,18,1,44,4,44,7446
P3d4bf642e0,,,,,,,,,7,3,1,0,0.0,-1.427,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,13.0,-0.82,-24.09,0,,,,,,,,,,,,,,,,,,0.633,,109.0125772810693,97.48857957247216,0.21672199403776965,21,0.5269330060824404,286.0,0.45170289764953303,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pe0ab16a2ed,,,,,,,,,12,4,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,104.031,89.4397,22.54,26.7,2.79680187,12,6.99748,1,2,6.369,1.7,-2.6,1.328,5.5,6.1,15.0,5.6,2.51,0.8,4.58038,3.9792,4.90255,19.2,90.8303,0.167,0.382,53.5,3.14246,67.8,0,5.86724,34.0,0,,0,5.0,5.11,9.54,0,0.3966,0.291,91.0,36.7941,2.41709,1.88804,4.1,109.5,2.6,2.24394,8.5,,0.7111,0.452,4,4,1.361,0.895,268.672,94.17995693359583,105.62193161663453,0.7889444345849032,10,0.4806476156011786,64.0,0.5574748182195597,24,0.256,19.1,54.92,15.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P89d1117940,,,,,,,,,4,2,1,0,0.0,3.321,2,,62.0,-15.0,,0.5,74,1,0,3,6,0,22.0,84,9.74,1,0.1859,84.0,6,,,,,,,,,,22.0,1,30.0,15.6,0.0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181,8,67,1,52,10,117,4337
P7c4530d600,,,,,,,,,5,2,1,0,0.0,-0.746,2,,,,,,,,,,,,,,,,,,,0.078,0.643,-0.007,-0.233,0.115,-0.9,0.963,0.851,-0.443,37.0,0,30.4,13.5,2.4,4,0,-13.95,-0.987,3,,,0,1,1,3,0.919,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,8.19,32.05,2,,,,,,,,,,,,,,,,,,0.897,,90.9329350045941,113.72206062914134,0.9290247545776322,3,0.606180740447598,10.0,0.666505368170268,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pd125ec3ee3,0.0,0,0.0,0.0,0.0,0,1.0,1.0,4,2,1,0,0.2,1.825,5,,,,,,,,,,,,,,,,,,,0.833,0.141,0.008,-0.035,0.04,-2.1,0.231,-0.156,0.329,34.0,1,30.4,13.855,19.4,4,1,7.17,2.26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674,3,40,1,55,5,135,11325
P13a0e44cab,,,,,,,,,1,1,1,0,,,0,,,,,,,,,,,,,,,,,,,-1.915,-0.383,-0.486,,-0.667,-6.4,-12.255,-6.128,-1.532,1.0,0,3.0,0.0,-24.9,8,0,-3.94,-0.996,7,,,0,1,1,3,,109.059,97.0047,20.45,13.1,0.96367209,1,3.10871,1,2,2.494,-1.233,2.1,2.047,0.7,12.7,7.0,3.7,-0.52,-1.7,2.46772,1.35451,3.30155,22.9,97.1694,0.351,1.567,57.3,1.0618,66.1,0,3.01416,30.0,0,3,0,4.0,1.31,-6.28,0,0.4,0.389,76.1,30.5667,0.640993,1.65965,8.3,107.2,3.5,2.40801,12.0,71.8,0.6892,0.607,8,2,2.047,0.607,192.375,103.30570648991741,101.35220679756078,0.44533286753287993,17,0.46187968333094975,187.0,0.5209884769205086,13,0.004,17.2,57.32,20.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,1,14,1,3,1,19,3173
P542c8bbfa1,,,,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,0.923,1.384,-0.148,0.0,-0.064,-2.0,-5.561,-3.304,-0.693,35.0,0,22.1,17.593,9.3,5,0,2.41,0.432,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,2,16,1,13,4,21,4109
Pfb151947b8,,,,,,,,,6,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P1edb3aa5e4,0.0,0,0.0,0.0,0.0,0,1.0,1.0,4,2,1,0,0.0,-0.204,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845,3,52,1,19,5,146,11247
P163aa00374,1.0,8,0.132,0.67,0.3016,0,1.312,0.045,3,1,1,0,0.4,11.956,10,1.0,1.0,0.0,0.4,1.0,82,4,0,5,5,0,1.0,1,0.4,1,1.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.95,138.825,75.8905,19.3,7.5,1.21951222,3,17.5778,,3,,,,,,,,,,,10.0777,7.66774,5.7575,23.9,79.63,0.563,2.4,62.8,,60.2,0,16.5999,40.0,0,13,,23.0,9.84,37.96,5,0.3846,0.424,80.1,32.025,7.50008,8.93217,11.6,133.8,2.4,5.9035,14.175,100.0,0.8736,0.516,8,1,,0.814,360.572,90.42758637502172,123.50119210993569,0.9730005048146564,2,0.5298125209326829,1.0,0.6868866379975497,38,0.059,10.0,65.41,19.1,1,6,1.451,8,1.934,1,0.242,35,8.462,1,48,11.605,5,1.209,0,0.0,2,0.484,0,0.0,1,0.242,7,1.692,46,11.122,0,0.0,1,0.242,,204,11,2,0.484,2,80798,0.484,0.9,0,0.0,4136,683,102,198,1,703,288,771,80798
P272afc1b90,0.789,0,0.0027,0.02,0.006,0,1.021,0.944,9,3,1,0,0.4,11.956,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1,31.1,13.775,0.0,1,1,,,0,,,0,1,1,0,0.95,119.42,86.699,18.75,10.8,0.86206898,9,8.09834,,3,,,,,,,,,,,3.14355,2.97904,4.42834,16.1,90.971,0.252,0.85,51.1,,58.9,0,6.67787,40.0,0,30,,14.0,17.58,47.44,5,0.3561,0.405,77.8,31.125,4.95479,3.69884,10.3,111.8,3.1,3.64184,11.9,99.6,0.6993,0.439,5,1,,0.814,242.953,90.42758637502172,123.50119210993569,0.9730005048146564,2,0.5298125209326829,1.0,0.6868866379975497,38,0.156,19.6,57.05,21.3,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1.733,0,0.0,0,0.0,2,3.466,1,3.466,0,0.0,0,0.0,2,3.466,0,0.0,1,1.733,,10,6,4,6.932,0,7100,0.0,0.4,0,0.0,577,1094,36,100,1,105,51,213,7100
Pa260a40e68,0.842,0,0.0179,0.03,0.0098,0,1.402,0.922,6,2,1,0,0.444,6.876,9,4.0,4.0,2.0,0.9,1.0,75,2,0,5,5,0,2.0,4,0.8,1,0.9679,6.0,1,,,,,,,,,,37.0,1,34.2,15.579,0.0,1,1,,,0,,,0,0,1,4,0.703,122.37,92.2798,19.0,12.7,1.05063003,6,7.94376,,3,,,,,,,,,,,2.9823,2.40247,4.16663,18.1,95.4954,0.146,0.486,52.5,,44.0,0,7.51223,37.0,0,25,,23.0,8.03,39.45,1,0.3286,0.178,84.7,34.2432,4.96146,5.10976,4.8,112.3,2.4,4.31343,14.7568,99.4,0.6496,0.349,4,1,,0.782,257.355,97.86638868927704,121.77656685710629,0.925098406740847,11,0.5120398843580057,10.0,0.6667065288232205,26,0.473,17.0,57.45,22.4,1,1,2.217,0,0.0,0,0.0,1,2.217,1,2,4.435,0,0.0,0,0.0,2,4.435,0,0.0,0,0.0,2,4.435,1,2.217,0,0.0,0,0.0,,7,5,2,4.435,0,5507,0.0,0.25,0,0.0,451,421,20,36,1,68,42,98,5507
P43f8251240,0.763,0,0.0041,0.02,0.0055,0,1.021,0.95,12,4,1,0,0.2,4.378,5,35.0,15.0,2.0,13.0,1.0,74,2,0,6,6,0,48.0,31,16.92,1,0.6628,63.0,2,0.422,0.227,0.065,0.034,-0.084,7.8,4.245,-0.098,0.259,37.0,1,24.1,18.822,7.8,2,1,7.8,4.245,1,,,0,1,1,4,0.0,129.685,88.0839,20.55,21.2,1.91667314,12,7.91761,1,3,14.379,-2.175,3.7,3.867,5.8,7.6,20.7,7.8,4.67,4.2,1.7573,4.0994,3.29929,8.2,92.5144,0.201,0.703,53.4,4.05094,33.1,0,9.80297,37.0,0,30,0,3.0,8.81,45.99,3,0.39,0.28,60.0,24.0811,6.16031,5.70357,2.4,115.9,3.1,3.66298,12.6216,96.0,0.625,0.403,2,2,3.867,0.803,172.467,93.03454773835523,117.68720620189302,0.9372142135316327,3,0.5136186458018076,6.0,0.6978622985439007,34,0.317,12.9,56.53,25.4,2,0,0.0,0,0.0,0,0.0,0,0.0,1,1,4.425,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.85,2,8.85,0,0.0,0,0.0,,6,6,0,0.0,0,3160,0.0,0.4,1,4.425,226,15,13,13,1,24,24,24,3160
Pf849910cdc,0.947,1,0.0192,0.11,0.0536,0,0.957,0.62,3,1,1,1,0.5,8.613,6,32.0,24.0,-5.0,5.5,0.875,80,4,0,7,8,0,16.0,28,5.63,1,0.694,40.0,3,0.558,-0.707,-0.096,0.5,0.172,17.2,1.298,-2.309,0.259,39.0,1,31.8,20.038,24.6,3,1,12.3,3.769,2,,,0,1,1,0,0.821,125.972,79.1136,21.28,13.1,0.69231637,3,6.23442,1,3,3.929,-1.921,5.1,0.232,-8.9,-10.9,47.6,-2.2,-3.88,2.9,4.05106,2.89399,5.3434,30.7,84.1211,0.317,1.795,51.2,1.80445,46.2,0,7.49358,39.0,0,29,0,0.0,12.25,43.24,2,0.3493,0.453,79.2,31.7949,2.18337,4.59959,11.1,106.7,3.5,4.42882,17.7436,94.6,0.645,0.519,7,3,2.215,0.833,313.096,88.60907125056175,114.12837456929748,0.948364583894658,7,0.6125288595176155,4.0,0.7234476138562566,32,0.028,16.8,54.87,29.4,3,0,0.0,0,0.0,0,0.0,1,1.992,1,10,19.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,13.944,1,1.992,0,0.0,,14,6,0,0.0,0,7506,0.0,0.7,0,0.0,502,229,24,53,1,132,66,132,7506
Pf9e0178b31,0.579,0,0.0041,0.01,0.0016,0,1.1,0.983,7,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.706,137.966,103.427,21.95,28.0,1.78260869,7,8.20583,1,2,7.878,2.097,-0.2,3.272,5.0,-13.8,67.6,14.2,3.6,-1.9,-0.614712,0.859222,2.93657,14.1,101.836,0.101,0.433,54.5,1.79073,51.4,0,9.79549,30.0,0,5,0,1.0,3.96,-5.07,0,0.3563,0.184,87.2,35.3,8.82054,8.93627,1.9,122.3,2.3,6.32296,24.3667,57.4,0.5799,0.357,2,4,2.037,0.779,200.205,105.31382121893805,109.7360220032875,0.6161005895201814,7,0.49895886960240504,124.0,0.3980393710250344,23,0.459,12.0,62.11,32.3,3,1,2.028,0,0.0,0,0.0,0,0.0,1,4,8.114,4,8.114,0,0.0,0,0.0,0,0.0,0,0.0,3,6.085,8,16.227,0,0.0,0,0.0,,8,4,1,2.028,0,5676,0.0,0.727,0,0.0,493,195,5,10,1,21,12,21,5676
Pc3d030ae81,0.434,0,0.0014,0.01,0.0005,0,1.033,0.994,2,1,1,0,0.5,13.225,4,36.0,26.0,23.0,8.3,1.0,77,2,0,6,6,0,22.0,33,7.61,1,0.6477,48.0,2,-0.448,0.214,0.014,0.019,0.008,13.7,2.432,1.615,0.263,35.0,1,31.1,18.984,13.7,2,1,13.7,2.432,1,,,0,1,0,0,0.686,119.412,92.1635,21.39,9.2,0.69999999,2,5.72444,1,3,-2.772,-1.8,-0.4,0.255,-0.5,5.7,35.1,-6.0,0.21,3.9,2.37945,2.43945,3.80612,17.6,95.3759,0.322,0.629,53.4,5.46938,20.0,0,7.27454,35.0,0,37,0,31.0,5.3,17.24,2,0.4392,0.402,77.2,31.0857,3.34499,4.83508,4.7,111.9,3.6,3.61052,16.4,93.8,0.6897,0.185,5,2,0.255,0.84,235.384,97.70365837095224,109.4924264354973,0.7875195738039488,11,0.5421009814828557,59.0,0.6219237054246702,24,0.413,15.5,55.77,23.3,2,0,0.0,0,0.0,0,0.0,0,0.0,1,1,3.546,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.092,0,0.0,0,0.0,0,0.0,,4,5,1,3.546,0,3915,0.0,0.0,0,0.0,282,32,7,7,1,15,15,15,3915
